series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	PERCENT	13.5908440629471	13.5908440629471	13.5908440629471	13.5908440629471	14.2757172848146	2.71765663140765	2.70154983648514	3.06396016851781	9.55929665290078	10.0068399452804	9.48396392550296	9.28515436811549	8.92793289070579	9.2581183671847	9.50743390033996	9.29252069036978	2014	9.50743390033996	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	PERCENT	7.61096616294018	12.3073314939493	7.80105384911965	6.4348002946542	8.79561968215455	16.9842506831688	20.2122671045918	18.950749351955	14.0880113317174	14.3615194179702	6.55594383866479	10.5491947192084	17.0950463301496	5.63648928406372	5.63648928497349	9.094632691412	2014	5.63648928497349	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	PERCENT	11.2783254246564	11.2783254246564	14.3684870497687	14.3684870497687	14.3684870497687	14.3684870497687	14.3684870497687	14.3684870497687	15.1520310531513	30.7954027401204	30.2726276815553	27.2359562191335	27.2359562191335	27.2359562191335	27.2359562191335	27.8432905116179	2014	27.2359562191335	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	PERCENT	16.5347683934166	23.8182167069834	24.8858701186012	19.8180167890888	18.4708054448755	38.5040995461634	24.21890593236	19.920340146161	13.173371145915	13.8767012666313	10.0707634972288	12.4947322533004	12.4960026178321	15.7179783022599	15.7179783022599	13.2994909945762	2014	15.7179783022599	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	PERCENT	28.5957380980005	26.9826103573476	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	26.0006475877357	2014	26.0006475877357	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	PERCENT	27.2399041233047	26.0261848811304	24.7338984912261	23.9071142466483	24.6620872030209	24.488895332429	25.0840143140034	21.5518342091047	21.4830757190374	21.7671225060388	22.8046979103183	28.3043015269786	29.676933164998	29.9015155380926	29.901515537006	28.1177927354787	2014	29.901515537006	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	PERCENT	38.8075177692686	38.2411250860003	38.3605595637959	39.7029773629739	39.8412252108526	41.6728780151456	42.1482979496874	42.6164149535596	43.7816365287927	42.6967082662112	44.8363406772339	46.0097825884804	45.6869770031439	45.9688965999343	45.4726340929642	45.5949261923513	2014	45.4726340929642	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	PERCENT	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	27.7735162197785	2014	27.7735162197785	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	PERCENT	12.555881710002	18.6666666666667	18.1533646322379	21.4557564224548	21.8161925601751	23.8071895424837	25.7101782006354	23.5454623319099	28.2489135633044	26.760491030133	24.9109796798928	22.7315593078174	21.6799962458428	22.5047448705544	24.4109177119625	23.247639563214	2014	24.4109177119625	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	PERCENT	21.081974044553	21.0819740449452	21.0819740448935	20.5453247282181	20.54532472838	17.5296223944478	20.1694005494094	17.5296223945897	17.5296223946974	9.13740497952016	9.13740497941559	9.75763414756497	9.46512614191628	9.46512614191628	9.46512614191628	9.45808351054588	2014	9.46512614191628	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	PERCENT	9.52626636811095	9.9563617949749	7.75272938494779	7.54789057188317	8.28323987835012	7.4742614224143	7.61688229582428	7.97323703799788	7.44113042162935	5.88698225609371	4.94856865955463	4.22659067116436	4.33074356107506	4.02423627797075	4.02423627803222	4.3108750895594	2014	4.02423627803222	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	PERCENT	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	38.110802973636	2014	38.110802973636	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	PERCENT	43.9226657517001	44.1580798895331	44.0042559814621	43.1738912111313	42.7195168950424	43.6992681897612	45.1485736900245	42.2522419365764	43.380642721208	42.6451230822522	35.04066144001	37.6156900606405	48.051377408714	50.7739189123258	50.4073882815793	44.3778072206539	2014	50.4073882815793	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	PERCENT	16.8383524459412	16.8383524459412	16.8383524459412	16.8383524459412	16.8383524459412	16.8383524459412	16.8383524459412	16.306306233295	18.8514225754715	21.9002076647372	19.8820011761286	20.1873386346471	23.4397691358342	19.6919759436361	19.6919759436361	20.5786121667764	2014	19.6919759436361	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	PERCENT																				
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	PERCENT	4.9085275947164	5.05419609940518	5.054197763786	5.0541977664316	5.05419776386638	5.05419775963794	11.6603415654234	11.6603415644109	11.6603415619972	11.6603415710725	11.5766002403344	11.6603415707192	11.6603415707192	11.6603415707192	11.6603415707192	11.6435933046422	2014	11.6603415707192	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
2017.Q2.G.01	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	PERCENT	29.1702547996555	29.1702547996555	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	14.8652365236524	15.1125402172858	15.1125402172858	15.1125402172858	15.0136187398324	2014	15.1125402172858	UNIDO CIP 2016 Database. Available at https://stat.unido.org.	M
