geoAreaCode	years	Age	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source
4	2000	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	89393	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2001	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	89702	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2002	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	90059	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2003	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	90292	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2004	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	89873	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2005	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	88704	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2006	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	88007	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2007	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	86945	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2008	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	85513	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2009	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	83723	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2010	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	81775	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2011	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	78764	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2012	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	75586	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2013	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	72378	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2014	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	69579	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2015	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	66.02688198	33.83160199	2	AFG	Afghanistan	67399	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2000	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	1205	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2001	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	1096	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2002	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	990	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2003	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	893	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2004	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	805	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2005	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	726	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2006	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	649	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2007	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	584	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2008	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	529	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2009	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	496	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2010	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	483	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2011	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	490	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2012	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	513	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2013	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	540	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2014	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	561	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2015	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	20.06660928	41.13897007	6	ALB	Albania	564	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
10	2000	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2001	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2002	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2003	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2004	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2005	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2006	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2007	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2008	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2009	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2010	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2011	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2012	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2013	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2014	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2015	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	21.47585697	-80.40897662	13	ATA	Antarctica				
12	2000	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	19289	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2001	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	18771	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2002	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	18475	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2003	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	18427	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2004	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	18619	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2005	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	18959	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2006	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	19565	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2007	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	20269	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2008	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	20972	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2009	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	21491	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2010	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	21820	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2011	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	21805	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2012	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	21801	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2013	<1Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	2.678164227	28.15940032	66	DZA	Algeria	21619	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
