geoAreaCode	years	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
4	1990	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1991	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1992	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1993	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1994	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1995	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1996	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1997	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1998	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	1999	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2000	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2001	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2002	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2003	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2004	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2005	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2006	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2007	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2008	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.037101	Float			
4	2009	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.218926	Float			
4	2010	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	2.146388	Float			
4	2011	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.033724	Float			
4	2012	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.225799	Float			
4	2013	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.565155	Float			
4	2014	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.336949	Float			
4	2015	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	66.02688198	33.83160199	2	AFG	Afghanistan	1.55796	Float			
8	1990	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania					
8	1991	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania					
8	1992	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania	21.396779	Float			
8	1993	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania	27.034267	Float			
8	1994	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania	15.465783	Float			
8	1995	ANNUAL	PERCENT	1	2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	20.06660928	41.13897007	6	ALB	Albania	17.624259	Float			
