series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	1	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	2	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	3	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	4	15-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	12	15-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	13	12-30	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	14	12-30	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	15	12-30	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	16	18-35	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	17	18-35	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	18	18-35	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	19	14-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	20	14-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	21	14-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	22	14-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	23	14-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	4	66.02688198	33.83160199	AFG	Afghanistan	24	14-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	1	15-24	ANNUAL	BOTHSEX	PERCENT												30.01	26.8	30.54				28.67	2013	30.54	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	2	15-24	ANNUAL	FEMALE	PERCENT												32.52	28.61	31.75				30.18	2013	31.75	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	3	15-24	ANNUAL	MALE	PERCENT												27.65	25.14	29.26				27.2	2013	29.26	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	4	15-29	ANNUAL	BOTHSEX	PERCENT															34.5	32.8		33.65	2015	32.8	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	12	15-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	13	12-30	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	14	12-30	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	15	12-30	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	16	18-35	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	17	18-35	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	18	18-35	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	19	14-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	20	14-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	21	14-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	22	14-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	23	14-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	8	20.06660928	41.13897007	ALB	Albania	24	14-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	1	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	2	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	3	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	4	15-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	12	15-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	13	12-30	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	14	12-30	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	15	12-30	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	16	18-35	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	17	18-35	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	18	18-35	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	19	14-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	20	14-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	21	14-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	22	14-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	23	14-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	10	21.47585697	-80.40897662	ATA	Antarctica	24	14-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	1	15-24	ANNUAL	BOTHSEX	PERCENT										25.45	24.53	26	22.7	21.5	22.8	21.2		22.05	2015	21.2	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	2	15-24	ANNUAL	FEMALE	PERCENT										39.93	39.06	37.4	34.8	34.6	34.7	32.1		34.05	2015	32.1	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	3	15-24	ANNUAL	MALE	PERCENT										11.23	10.76	15	10.8	8.8	11.4	10.8		10.45	2015	10.8	ILOSTAT - Labour force survey	C
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	4	15-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	12	15-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	13	12-30	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	14	12-30	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	15	12-30	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	16	18-35	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	17	18-35	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	18	18-35	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	19	14-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	20	14-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	21	14-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	22	14-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	23	14-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	12	2.678164227	28.15940032	DZA	Algeria	24	14-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	1	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	2	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	3	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	4	15-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	12	15-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	13	12-30	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	14	12-30	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	15	12-30	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	16	18-35	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	17	18-35	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	18	18-35	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	19	14-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	20	14-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	21	14-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	22	14-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	23	14-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	16	-170.7187269	-14.30587306	ASM	American Samoa	24	14-29	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	1	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	2	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	3	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	4	15-29	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	5	16-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	6	16-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	7	16-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	8	14-28	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	9	14-28	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	10	14-28	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	11	15-29	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training	20	1.576257417	42.54548611	AND	Andorra	12	15-29	ANNUAL	FEMALE	PERCENT																						
