geoAreaCode	years	Freq	Location	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
4	2000	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	0.163713	Float			G
4	2001	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	1.006099	Float			G
4	2002	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	3.467205	Float			G
4	2003	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	7.209179	Float			G
4	2004	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	13.969172	Float			G
4	2005	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	23	Float			G
4	2006	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	27.506411	Float			G
4	2007	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	34.290512	Float			G
4	2008	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	42.4	Float			G
4	2009	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	47.888466	Float			G
4	2010	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	42.7	Float			G
4	2011	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	61.51442	Float			G
4	2012	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	69.1	Float			G
4	2013	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	75.154373	Float			G
4	2014	ANNUAL	ALLAREA	PERCENT	1	2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	66.02688198	33.83160199	2	AFG	Afghanistan	89.5	Float			G
