series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2005	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	PERCENT	80.9958190801976	29.5297711075078	2015	29.5297711075078	WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	PERCENT	26.5587369547766	47.0602351811855	2015	47.0602351811855	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	PERCENT						
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	PERCENT	35.4577029585243	7.2067404700878	2015	7.2067404700878	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	PERCENT						
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	PERCENT	24.5901639344262	64.2335766423358	2015	64.2335766423358	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	PERCENT						
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	PERCENT	27.012987012987	48.7179487179487	2015	48.7179487179487	WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	PERCENT	12.0470989573303	16.9487209167728	2015	16.9487209167728	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
2017.Q2.G.01	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	PERCENT	57.5807877595944	50.5268368916866	2015	50.5268368916866	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
