series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	1	15+	ANNUAL	FEMALE	PERCENT						9.5						16.5							2011	16.5	ILOSTAT - Household Survey	C
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	2	15+	ANNUAL	BOTHSEX	PERCENT						8.5						8.2							2011	8.2	ILOSTAT - Household Survey	C
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	3	15+	ANNUAL	MALE	PERCENT						7.6						6.4							2011	6.4	ILOSTAT - Household Survey	C
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	4	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	5	25+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	6	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	7	25+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	8	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	4	66.02688198	33.83160199	AFG	Afghanistan	9	25+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	8	20.06660928	41.13897007	ALB	Albania	1	15+	ANNUAL	FEMALE	PERCENT		28.4						12.2	13.5	15.8	15.9	14.4	12.1	13.2	15.2	17.1		14.4	2015	17.1	ILOSTAT - Labour Force Survey	C
2017.Q2.G.01	SL_TLF_UEM	Unemployment rate	8	20.06660928	41.13897007	ALB	Albania	2	15+	ANNUAL	BOTHSEX	PERCENT		22.7						13.5	13	13.8	14.2	14	13.4	15.6	17.5	17.1		15.9	2015	17.1	ILOSTAT - Labour Force Survey	C
