series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	20	1.576257417	42.54548611	AND	Andorra	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	20	1.576257417	42.54548611	AND	Andorra	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	20	1.576257417	42.54548611	AND	Andorra	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	24	17.57817062	-12.33724746	AGO	Angola	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	24	17.57817062	-12.33724746	AGO	Angola	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	24	17.57817062	-12.33724746	AGO	Angola	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	32	-65.14563274	-35.19446255	ARG	Argentina	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP	4	3.9	3.6	4.6	4.7	5.9	6.9	8.4	10.9	13	16.6	21.5	26.8	34	45.8		32.025	2014	45.8	ILOSTAT - LFS - Encuesta Anual de Hogares Urbanos	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	32	-65.14563274	-35.19446255	ARG	Argentina	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP	4	4	3.9	4.5	4.8	5.8	7.3	8.8	11.1	13.1	16.6	21.5	26.5	34.3	44.8		31.775	2014	44.8	ILOSTAT - LFS - Encuesta Anual de Hogares Urbanos	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	32	-65.14563274	-35.19446255	ARG	Argentina	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP	4	4	4.1	4.4	4.8	5.8	7.5	9	11.2	13.2	16.5	21.5	26.3	34.5	44.2		31.625	2014	44.2	ILOSTAT - LFS - Encuesta Anual de Hogares Urbanos	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	36	134.3499412	-25.57717202	AUS	Australia	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	36	134.3499412	-25.57717202	AUS	Australia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	36	134.3499412	-25.57717202	AUS	Australia	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	40	14.14172472	47.58704857	AUT	Austria	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP											12.45				13.65		13.65	2014	13.65	ILOSTAT - ES - Verdienststrukturerhebung	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	40	14.14172472	47.58704857	AUT	Austria	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP											14.77				15.93		15.93	2014	15.93	ILOSTAT - ES - Verdienststrukturerhebung	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	40	14.14172472	47.58704857	AUT	Austria	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP											16.37				17.55		17.55	2014	17.55	ILOSTAT - ES - Verdienststrukturerhebung	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	44	-78.05111663	24.69546597	BHS	Bahamas	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	44	-78.05111663	24.69546597	BHS	Bahamas	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	44	-78.05111663	24.69546597	BHS	Bahamas	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	48	50.5490754	26.04407747	BHR	Bahrain	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	48	50.5490754	26.04407747	BHR	Bahrain	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	48	50.5490754	26.04407747	BHR	Bahrain	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	50	89.17660788	22.86961622	BGD	Bangladesh	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	50	89.17660788	22.86961622	BGD	Bangladesh	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	50	89.17660788	22.86961622	BGD	Bangladesh	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	51	44.93839317	40.29499741	ARM	Armenia	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	51	44.93839317	40.29499741	ARM	Armenia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	51	44.93839317	40.29499741	ARM	Armenia	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	52	-59.5346489	13.13648273	BRB	Barbados	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	52	-59.5346489	13.13648273	BRB	Barbados	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	52	-59.5346489	13.13648273	BRB	Barbados	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	56	4.660976456	50.64104975	BEL	Belgium	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP											17.78				19.15		19.15	2014	19.15	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	56	4.660976456	50.64104975	BEL	Belgium	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP											18.92				19.9		19.9	2014	19.9	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	56	4.660976456	50.64104975	BEL	Belgium	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP											19.8				20.49		20.49	2014	20.49	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	60	-64.78155012	32.27881922	BMU	Bermuda	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	60	-64.78155012	32.27881922	BMU	Bermuda	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	64	90.45098484	27.39598568	BTN	Bhutan	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	64	90.45098484	27.39598568	BTN	Bhutan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	64	90.45098484	27.39598568	BTN	Bhutan	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP	5.6	5.3	5.8			6.9	7.2	7.3	8.8	10.1		12.3	13.2	15.2	16.7		14.35	2014	16.7	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP	6	6.1	6.1			7.5	8.8	8.2	10.1	10.7		13.2	14.1	16.5	17.4		15.3	2014	17.4	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP	6.3	6.6	6.3			7.9	9.8	8.8	10.9	11.1		13.7	14.8	17.3	17.8		15.9	2014	17.8	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	72	23.81380223	-22.18810073	BWA	Botswana	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	72	23.81380223	-22.18810073	BWA	Botswana	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	72	23.81380223	-22.18810073	BWA	Botswana	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP		3.3	3.6	4	4.2	4.7	5.2	5.8	6	6.6		9.1	10.2	12.3	12.1		10.925	2014	12.1	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP		3.7	4	4.5	4.7	5.2	5.7	6.4	6.6	7.2		10.3	11.4	13.7	13.4		12.2	2014	13.4	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	76	-53.08432878	-10.77668561	BRA	Brazil	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP		4	4.2	4.8	5.1	5.5	6.1	6.8	7.1	7.7		11.1	12.2	14.8	14.4		13.125	2014	14.4	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	84	-88.70199554	17.19965901	BLZ	Belize	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	84	-88.70199554	17.19965901	BLZ	Belize	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	84	-88.70199554	17.19965901	BLZ	Belize	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP															4.23		4.23	2014	4.23	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	100	25.23763153	42.75731323	BGR	Bulgaria	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP															4.58		4.58	2014	4.58	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	100	25.23763153	42.75731323	BGR	Bulgaria	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP															4.93		4.93	2014	4.93	ILOSTAT - ES - Structure of Earnings Survey	C
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	104	96.51752295	21.19332882	MMR	Myanmar	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	104	96.51752295	21.19332882	MMR	Myanmar	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	104	96.51752295	21.19332882	MMR	Myanmar	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	108	29.89080992	-3.366387428	BDI	Burundi	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	108	29.89080992	-3.366387428	BDI	Burundi	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	108	29.89080992	-3.366387428	BDI	Burundi	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	112	28.04940161	53.54193075	BLR	Belarus	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	112	28.04940161	53.54193075	BLR	Belarus	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	112	28.04940161	53.54193075	BLR	Belarus	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	116	104.922836	12.71163737	KHM	Cambodia	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	116	104.922836	12.71163737	KHM	Cambodia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	116	104.922836	12.71163737	KHM	Cambodia	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	120	12.7419827	5.692387031	CMR	Cameroon	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	120	12.7419827	5.692387031	CMR	Cameroon	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	120	12.7419827	5.692387031	CMR	Cameroon	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	124	-101.6575058	57.72360191	CAN	Canada	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	124	-101.6575058	57.72360191	CAN	Canada	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	124	-101.6575058	57.72360191	CAN	Canada	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	140	20.93559492	7.003720791	CAF	Central African Republic	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	140	20.93559492	7.003720791	CAF	Central African Republic	3	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP																					
2017.Q2.G.01	SL_EMP_EARN08	Average hourly earnings (ISCO-08)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP																					
