series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	4	66.02688198	33.83160199	AFG	Afghanistan	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	1.122	1.324	1.435	1.629	2015	1.629	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	4	66.02688198	33.83160199	AFG	Afghanistan	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	1.128	1.381	1.433	1.602	2015	1.602	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	4	66.02688198	33.83160199	AFG	Afghanistan	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	2.25	2.705	2.868	3.231	2015	3.231	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	8	20.06660928	41.13897007	ALB	Albania	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	0.049	0.046	0.036	0.039	2015	0.039	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	8	20.06660928	41.13897007	ALB	Albania	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	0.158	0.135	0.092	0.08	2015	0.08	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	8	20.06660928	41.13897007	ALB	Albania	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	0.207	0.181	0.128	0.12	2015	0.12	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	10	21.47585697	-80.40897662	ATA	Antarctica	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	10	21.47585697	-80.40897662	ATA	Antarctica	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	10	21.47585697	-80.40897662	ATA	Antarctica	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	12	2.678164227	28.15940032	DZA	Algeria	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	0.464	0.482	0.442	0.459	2015	0.459	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	12	2.678164227	28.15940032	DZA	Algeria	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	0.844	0.853	0.894	1.05	2015	1.05	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	12	2.678164227	28.15940032	DZA	Algeria	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1.308	1.336	1.335	1.509	2015	1.509	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	16	-170.7187269	-14.30587306	ASM	American Samoa	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	16	-170.7187269	-14.30587306	ASM	American Samoa	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	16	-170.7187269	-14.30587306	ASM	American Samoa	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	20	1.576257417	42.54548611	AND	Andorra	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	20	1.576257417	42.54548611	AND	Andorra	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	20	1.576257417	42.54548611	AND	Andorra	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP								
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	24	17.57817062	-12.33724746	AGO	Angola	1	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	1.067	1.13	1.183	1.332	2015	1.332	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	24	17.57817062	-12.33724746	AGO	Angola	2	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	0.885	0.978	1.012	1.183	2015	1.183	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_CRESPD	Number of deaths attributed to chronic respiratory disease	24	17.57817062	-12.33724746	AGO	Angola	3	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1.952	2.108	2.194	2.514	2015	2.514	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
