series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1998	1999	2000	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	PERCENT									0.16405									2007	0.16405	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	PERCENT										48.437339				38.229705			38.229705	2012	38.229705	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	PERCENT										58.537691								2008	58.537691	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	PERCENT								11.061752				22.879838	28.88094	27.587639			26.4494723333333	2012	27.587639	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	PERCENT							0.101915					0.27228					0.27228	2010	0.27228	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	PERCENT										55.337224	55.078967	54.166279	53.53614	56.423321	56.692806	56.995631	55.5628354	2014	56.995631	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	PERCENT									1.290567					0.318671			0.318671	2012	0.318671	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	PERCENT								0.15097	0.276052	0.270409	0.079896		0.783069	1.429144			1.1061065	2012	1.429144	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	PERCENT									36.919176									2007	36.919176	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	PERCENT								11.554236			8.269264		9.76714	9.715819			9.7414795	2012	9.715819	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	PERCENT											29.369161							2009	29.369161	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	PERCENT							0.946465											2005	0.946465	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	PERCENT									48.196721									2007	48.196721	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	PERCENT										39.385694	36.75283	37.152012		42.497063	48.980919		42.8766646666667	2013	48.980919	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	PERCENT										1.341799					0.358871		0.358871	2013	0.358871	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	PERCENT									0.963333							0.912247	0.912247	2014	0.912247	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	PERCENT									3.247194									2007	3.247194	World Bank	
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	SI_COV_SOCINSPQ	Proportion of poorest quintile population covered by social insurance programs, total (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	PERCENT										0.268858								2008	0.268858	World Bank	
