series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	4	66.02688198	33.83160199	AFG	Afghanistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.015035076291559	0.014989260464767	0.014948883927093	0.034302092842899	0.034302092842899	0.034302092842899	2016	0.034302092842899	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	8	20.06660928	41.13897007	ALB	Albania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.064638333530469	0.064441363549357	0.064267777991268	0.078183717521624	0.078183717521624	0.078183717521624	2016	0.078183717521624	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	10	21.47585697	-80.40897662	ATA	Antarctica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	12	2.678164227	28.15940032	DZA	Algeria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.244517819689036	0.243772709663838	0.243116059656399	0.243320108629975	0.243320108629975	0.243320108629975	2016	0.243320108629975	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	20	1.576257417	42.54548611	AND	Andorra	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	24	17.57817062	-12.33724746	AGO	Angola	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.072093399060079	0.071873711536042	0.071680105478662	0.084778856747058	0.084778856747058	0.084778856747058	2016	0.084778856747058	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.010953532035125	0.0109201537458	0.010890738151871	0.030691346227857	0.030691346227857	0.030691346227857	2016	0.030691346227857	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.108993891011107	0.108661757995276	0.108369056058729	0.117422953695295	0.117422953695295	0.117422953695295	2016	0.117422953695295	IFC 2016 Annual Report Volume 2	G
2017.Q2.G.01	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	32	-65.14563274	-35.19446255	ARG	Argentina	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1.59842435732337	1.59355353844122	1.58926098680854	1.59259716770604	1.59259716770604	1.59259716770604	2016	1.59259716770604	IFC 2016 Annual Report Volume 2	G
