geoAreaCode	sliceId	Age	Freq	Sex	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
4	1	16-65	ANNUAL	BOTHSEX	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
4	2	15-64	ANNUAL	MALE	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
4	3	15-64	ANNUAL	FEMALE	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
4	4	15-64	ANNUAL	BOTHSEX	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
4	5	16-65	ANNUAL	MALE	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
4	6	16-65	ANNUAL	FEMALE	PERCENT	66.02688198	33.83160199	2	AFG	Afghanistan	2011-2015	
8	1	16-65	ANNUAL	BOTHSEX	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
8	2	15-64	ANNUAL	MALE	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
8	3	15-64	ANNUAL	FEMALE	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
8	4	15-64	ANNUAL	BOTHSEX	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
8	5	16-65	ANNUAL	MALE	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
8	6	16-65	ANNUAL	FEMALE	PERCENT	20.06660928	41.13897007	6	ALB	Albania	2011-2015	
10	1	16-65	ANNUAL	BOTHSEX	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
10	2	15-64	ANNUAL	MALE	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
10	3	15-64	ANNUAL	FEMALE	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
10	4	15-64	ANNUAL	BOTHSEX	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
10	5	16-65	ANNUAL	MALE	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
10	6	16-65	ANNUAL	FEMALE	PERCENT	21.47585697	-80.40897662	13	ATA	Antarctica	2011-2015	
12	1	16-65	ANNUAL	BOTHSEX	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
12	2	15-64	ANNUAL	MALE	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
12	3	15-64	ANNUAL	FEMALE	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
12	4	15-64	ANNUAL	BOTHSEX	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
12	5	16-65	ANNUAL	MALE	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
12	6	16-65	ANNUAL	FEMALE	PERCENT	2.678164227	28.15940032	66	DZA	Algeria	2011-2015	
16	1	16-65	ANNUAL	BOTHSEX	PERCENT	-170.7187269	-14.30587306	12	ASM	American Samoa	2011-2015	
16	2	15-64	ANNUAL	MALE	PERCENT	-170.7187269	-14.30587306	12	ASM	American Samoa	2011-2015	
16	3	15-64	ANNUAL	FEMALE	PERCENT	-170.7187269	-14.30587306	12	ASM	American Samoa	2011-2015	
