series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	FEMALE	PERCENT										22.5									2009	22.5	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	FEMALE	PERCENT	22.9	25.1	24.8	25.9	26.6	28.3	28.6	29.3	30.7	30.5	29.7	31.7	31.1	31.6	32.3			31.6666666666667	2014	32.3	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	FEMALE	PERCENT	28.1	29.4	30.8	28.5	22.2	21.5	21	21	25.2	23.3	25.4	26.1	27.1	26.3	27.9	27.9		27.3	2015	27.9	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	FEMALE	PERCENT	24.5	28.4	28	27.3	26.9	30.2	31.1	33.5	31.9	34.6	34.8	30.5	31.7	30.8	31.3	31		31.2	2015	31	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	FEMALE	PERCENT															24.2	24.2		24.2	2015	24.2	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTN	Proportion of women in senior and middle management positions	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	FEMALE	PERCENT																						
