series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	PERCENT	3.18352059925094	3.01034807149577	5.10869565217391	4.96760259179266	6.01503759398496	6.00793906233237	6.20320855614973			10.3260791504021		9.60051532463939	7.48732811415325	7.63566387676167	8.64568236583962	9.25077212473265		8.2548616203718	2015	9.25077212473265	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	PERCENT		10.1434440046931		9.22570068234018	10.8573553549446									11.3552094920282	11.3194647914835			11.3373371417558	2014	11.3194647914835	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	PERCENT											16.5683678382282								2010	16.5683678382282	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	PERCENT		4.55903671489009	4.55984432633383	4.55893254262417	4.55944917151814	4.55831845033658	4.5584506662351	4.55977757182576	4.55939693267481										2008	4.55939693267481	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	PERCENT	4.57011742475368	4.41184387617766	4.54850395813766	4.53429410194823	4.75702921950067	4.90104410160511	4.89224516420382	4.83308420528151	4.82001972386588	5.01348409298406	4.82536785937031	4.80655391796998	4.85005981590469	4.95686985755994	4.93391122987682	4.91908553814539		4.91498161037171	2015	4.91908553814539	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	PERCENT	13.9850246734247	13.9004869101827	13.1683904338624	13.7436994854857	14.4493869331362	14.1065498986691	14.0497315623069		14.0621733583468	12.9100744059711	13.5988707098778	13.6802191100022	13.1258480835548	13.2137447216666	13.1347036264227			13.158098810548	2014	13.1347036264227	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	PERCENT	12.0868378571635	11.5849135028786	11.5217299756208	11.0154036934823	10.919599266191	10.366503475807	10.0067974185869	9.8748205882189	9.76886000794745	9.2642935445778	8.90394775401531	8.47433321593345	8.37658318770892	8.05349084703673	7.98865329973917	7.54590234114917	7.5524821480964	7.90342236474608	2016	7.5524821480964	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
2017.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	PERCENT	20.57253914424	19.9346790682475	19.5146924959528	19.4133613575063	18.3961610133771	18.3520248448067	18.9130769449918	18.1925458778145	15.7051421681221	14.9520501694674	15.2384919175727	15.8428424145244	15.7901385878174	15.6607233475795	15.6449923006353	15.9763400620691		15.7680485745253	2015	15.9763400620691	ILOSTAT 2016 Database. Available at http://www.ilo.org/ilostat.	M
