series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	4	66.02688198	33.83160199	AFG	Afghanistan	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	4	66.02688198	33.83160199	AFG	Afghanistan	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	ALLAREA	PERCENT	43.23527	45.10884	46.96695	48.8213	50.67154	52.51718	54.35792	56.19336	58.0231	59.84668	61.66383	63.47411	65.27721	67.07239	68.8595	68.86998	66.710638	2015	68.86998	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	8	20.06660928	41.13897007	ALB	Albania	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	8	20.06660928	41.13897007	ALB	Albania	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	10	21.47585697	-80.40897662	ATA	Antarctica	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	10	21.47585697	-80.40897662	ATA	Antarctica	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	12	2.678164227	28.15940032	DZA	Algeria	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	12	2.678164227	28.15940032	DZA	Algeria	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	20	1.576257417	42.54548611	AND	Andorra	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	20	1.576257417	42.54548611	AND	Andorra	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	24	17.57817062	-12.33724746	AGO	Angola	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	24	17.57817062	-12.33724746	AGO	Angola	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	ALLAREA	PERCENT	51.42219	51.79796	52.17131	52.54258	54.66452	56.80834	58.974	61.16143	63.37009	65.59991	67.85234	69.78571	70.21467	70.64641	71.08078	71.51716	70.648946	2015	71.51716	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	ALLAREA	PERCENT	97.69474	97.74356	97.79119	97.83749	97.88231	97.99673	98.10961	98.22098	98.26949	98.30694	98.34308	98.37787	98.41137	98.40938	98.53207	98.52741	98.45162	2015	98.52741	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	URBAN	PERCENT	98.35228	98.34786	98.34344	98.33901	98.33459	98.39689	98.45919	98.52148	98.5253	98.52087	98.51644	98.51201	98.50757	98.50314	98.49871	98.49428	98.503142	2015	98.49428	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	32	-65.14563274	-35.19446255	ARG	Argentina	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	URBAN	PERCENT	98.16657	98.16657	98.16657	98.22697	98.28738	98.3478	98.40822	98.46866	98.52911	98.58957	98.65003	98.71051	98.771	98.78088	98.79077	98.80065	98.770762	2015	98.80065	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	ALLAREA	PERCENT	97.83015	97.88747	97.94479	98.00211	98.05942	98.11674	98.17406	98.23138	98.28869	98.34601	98.40333	98.46064	98.51796	98.57528	98.6326	98.68991	98.575278	2015	98.68991	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	ALLAREA	PERCENT	98.63923	98.6492	98.65916	98.66913	98.6791	98.68906	98.69903	98.70899	98.71896	98.72893	98.73889	98.74	98.74	98.74	98.74	98.74	98.74	2015	98.74	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	ALLAREA	PERCENT	55.85231	55.88458	55.89228	55.89624	55.89655	55.89348	55.88652	55.87577	55.86134	55.84336	55.82145	55.7959	55.76797	55.73833	55.70664	55.67325	55.736418	2015	55.67325	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	URBAN	PERCENT	44.53745	44.54298	44.54851	44.55404	44.55957	44.5651	44.57063	44.57616	44.58169	44.58722	44.59275	44.59828	44.60381	44.60934	44.61487	44.6204	44.60934	2015	44.6204	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	RURAL	PERCENT	59.34554	59.48502	59.6245	59.76397	59.90345	60.04293	60.18241	60.32189	60.46137	60.60085	60.74033	60.87981	61.01928	61.15876	61.29824	61.43772	61.158762	2015	61.43772	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	ALLAREA	PERCENT	26.70135	26.74776	31.05287	35.37559	39.71475	43.88958	46.71577	49.53149	52.33007	55.09441	57.82535	60.49995	60.42448	60.35564	60.61757	60.58145	60.495818	2015	60.58145	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	ALLAREA	PERCENT	99.52319	99.52319	99.52319	99.52319	99.52319	99.41667	99.3	99.18333	99.06667	98.95	98.83333	98.71667	98.6	98.48333	98.36667	98.36667	98.506668	2015	98.36667	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_H2O_SAFE	Proportion of population using safely managed drinking water services	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	ALLAREA	PERCENT																					
