geoAreaCode	years	Freq	Sex	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
4	2000	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2001	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2002	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2003	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2004	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2005	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2006	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2007	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2008	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2009	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2010	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2011	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2012	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2013	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2014	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2015	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2016	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2000	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2001	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2002	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2003	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2004	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2005	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2006	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2007	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2008	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2009	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2010	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2011	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2012	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2013	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2014	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2015	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2016	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2000	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2001	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2002	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)	66.02688198	33.83160199	2	AFG	Afghanistan					
