geoAreaCode	years	Freq	Sex	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
4	2000	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.158	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2005	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.231	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2010	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.293	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2015	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.401	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2000	ANNUAL	MALE	NUMBER	2	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.792	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2005	ANNUAL	MALE	NUMBER	2	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.082	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2010	ANNUAL	MALE	NUMBER	2	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.147	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2015	ANNUAL	MALE	NUMBER	2	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.395	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2000	ANNUAL	BOTHSEX	NUMBER	3	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	0.95	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2005	ANNUAL	BOTHSEX	NUMBER	3	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.313	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2010	ANNUAL	BOTHSEX	NUMBER	3	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.44	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
4	2015	ANNUAL	BOTHSEX	NUMBER	3	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	66.02688198	33.83160199	2	AFG	Afghanistan	1.796	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
8	2000	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	20.06660928	41.13897007	6	ALB	Albania	0.047	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
8	2005	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	20.06660928	41.13897007	6	ALB	Albania	0.056	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
8	2010	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	20.06660928	41.13897007	6	ALB	Albania	0.043	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
8	2015	ANNUAL	FEMALE	NUMBER	1	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	20.06660928	41.13897007	6	ALB	Albania	0.04	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
8	2000	ANNUAL	MALE	NUMBER	2	2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	20.06660928	41.13897007	6	ALB	Albania	0.141	Float		Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
