geoAreaCode	years	Age	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source
4	2000	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	95.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2001	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	93.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2002	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	91.2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2003	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	89	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2004	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	86.7	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2005	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	84.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2006	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	82.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2007	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	80.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2008	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	78.6	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2009	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	76.8	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2010	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	75.1	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2011	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	73.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2012	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	71.7	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2013	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	69.9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2014	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	68.1	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
4	2015	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan	66.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2000	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	23.2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2001	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	22.1	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2002	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	21	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2003	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	20	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2004	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	19.1	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2005	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	18.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2006	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	17.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2007	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	16.7	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2008	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	16	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2009	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	15.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2010	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	14.8	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2011	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	14.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2012	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	13.8	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2013	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	13.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2014	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	12.9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2015	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	12.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
10	2000	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2001	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2002	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2003	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2004	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2005	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2006	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2007	<1Y	ANNUAL	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_IMRT	Infant mortality rate, total (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica				
