series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	CON_USD	4.882933	1.387521	14.366229	27.699456	44.874076	107.554009	70.49102	54.585805	101.492922	93.612662	116.999418	169.489197	137.288994	149.850496	102.181806	86.092394	128.9805774	2015	86.092394		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	CON_USD	118.852384	20.432918	33.711919	33.399161	27.741354	40.39005	42.894523	43.202235	46.869588	35.358614	40.727374	48.258372	43.719662	41.912888	83.616276	92.671174	62.0356744	2015	92.671174		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	CON_USD	0.597046	22.516726	1.63086	3.914279	2.710578	51.821915	9.014137	6.946169	4.77687	16.301204	11.925377	18.437659	3.834275	11.489066	6.690383	5.375254	9.1653274	2015	5.375254		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	CON_USD	52.820873	15.59098	44.565261	46.532238	38.704587	35.281658	35.237166	31.539753	65.096095	50.879143	75.582538	95.317482	70.894601	131.039948	181.460379	174.512966	130.6450752	2015	174.512966		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	CON_USD	28.621466	12.476048	18.653125	9.532603	12.241348	19.674021	16.161612	43.55985	22.644199	15.398853	9.120038	10.933944	26.797026	23.631164	25.757834	36.030409	24.6300754	2015	36.030409		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	CON_USD											0.047192	0.017837	0.008911	0.006348	0.027871	0.039648	0.020123	2015	0.039648		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	CON_USD	54.948819	0.389141	21.09557	14.028535	14.652574	22.626578	22.813751	20.354027	14.544513	21.716312	18.53551	22.567247	35.501286	63.088208	64.115493	69.537827	50.9620122	2015	69.537827		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	CON_USD	0.067627	0.029075	2.524743	3.904299	1.312376	0.439525	0.262904	1.211886	0.633055	2.858878	1.621845	1.411191	1.012767	2.325037	0.509474	4.009884	1.8536706	2015	4.009884		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	CON_USD					0.01527													2004	0.01527		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	CON_USD	105.56899	149.214892	41.373142	24.534721	21.919923	28.108218	40.054477	270.663198	172.58463	93.311188	196.266778	203.348157	174.00664	167.258602	234.356289	265.825303	208.9589982	2015	265.825303		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	CON_USD	14.293393	50.787718	23.20804	25.09705	25.315457	28.312665	19.25307	21.419104	30.638554	36.262186	80.084846	98.595892	40.979766	40.490329	42.580553	42.802798	53.0898676	2015	42.802798		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	CON_USD				0.701502			0.102394	0.092856	0.00122	0.054932	0.361778							2010	0.361778		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	CON_USD																					
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	CON_USD	6.352907	3.083421	1.928871	3.869164	4.844257	3.370636	2.931889	2.018365	1.756503	2.426036	3.441567	4.366973	2.79729	19.590559	49.747983	7.540863	16.8087336	2015	7.540863		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	CON_USD	99.61269	19.515314	35.638091	14.229708	37.408829	48.563869	45.910151	32.815835	41.416722	74.722973	66.917207	86.8402	182.241901	91.749453	93.313214	101.546147	111.138183	2015	101.546147		
2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	CON_USD	20.845725	40.547065	10.843387	15.098047	44.894111	21.75704	17.486389	17.797945	15.201612	18.762038	30.726456	46.793642	46.593518	40.39071	49.872004	77.098543	52.1496834	2015	77.098543		
