geoAreaCode	years	Freq	Sex	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
4	2014	ANNUAL	BOTHSEX	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2016	ANNUAL	BOTHSEX	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2014	ANNUAL	FEMALE	PERCENT	2	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2016	ANNUAL	FEMALE	PERCENT	2	66.02688198	33.83160199	2	AFG	Afghanistan							
8	2014	ANNUAL	BOTHSEX	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania							
8	2016	ANNUAL	BOTHSEX	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania							
8	2014	ANNUAL	FEMALE	PERCENT	2	20.06660928	41.13897007	6	ALB	Albania							
8	2016	ANNUAL	FEMALE	PERCENT	2	20.06660928	41.13897007	6	ALB	Albania							
10	2014	ANNUAL	BOTHSEX	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
10	2016	ANNUAL	BOTHSEX	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
10	2014	ANNUAL	FEMALE	PERCENT	2	21.47585697	-80.40897662	13	ATA	Antarctica							
10	2016	ANNUAL	FEMALE	PERCENT	2	21.47585697	-80.40897662	13	ATA	Antarctica							
12	2014	ANNUAL	BOTHSEX	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria							
12	2016	ANNUAL	BOTHSEX	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	11.2000000000000000	Float		ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
12	2014	ANNUAL	FEMALE	PERCENT	2	2.678164227	28.15940032	66	DZA	Algeria							
12	2016	ANNUAL	FEMALE	PERCENT	2	2.678164227	28.15940032	66	DZA	Algeria							
16	2014	ANNUAL	BOTHSEX	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2016	ANNUAL	BOTHSEX	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2014	ANNUAL	FEMALE	PERCENT	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2016	ANNUAL	FEMALE	PERCENT	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
20	2014	ANNUAL	BOTHSEX	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra							
20	2016	ANNUAL	BOTHSEX	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra							
20	2014	ANNUAL	FEMALE	PERCENT	2	1.576257417	42.54548611	7	AND	Andorra							
20	2016	ANNUAL	FEMALE	PERCENT	2	1.576257417	42.54548611	7	AND	Andorra							
24	2014	ANNUAL	BOTHSEX	PERCENT	1	17.57817062	-12.33724746	3	AGO	Angola							
24	2016	ANNUAL	BOTHSEX	PERCENT	1	17.57817062	-12.33724746	3	AGO	Angola							
24	2014	ANNUAL	FEMALE	PERCENT	2	17.57817062	-12.33724746	3	AGO	Angola							
24	2016	ANNUAL	FEMALE	PERCENT	2	17.57817062	-12.33724746	3	AGO	Angola							
