series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	NUMBER	12246738	12600642	14045789	13291651	13384908	13765392	13417676.4	2015	13765392	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	NUMBER	22	0	0	0	0	0	0	2015	0	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	NUMBER	10260	11831	7471	6482	5460	7561	7761	2015	7561	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	NUMBER	0	0	0	0	0	0	0	2015	0	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	NUMBER	15879207	16066272	16421331	17149903	17666908	18534219	17167726.6	2015	18534219	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	NUMBER	134	133	117	1360	1358	158	625.2	2015	158	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	NUMBER	1080371	1087125	1010915	345496	1678318	1699962	1164363.2	2015	1699962	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	NUMBER	953102	952894	938732	406	464	634	378626	2015	634	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	NUMBER	89732	72560	60279	144692	54311	17476	69863.6	2015	17476	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	NUMBER	21	7	5	11	14	8	9	2015	8	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	NUMBER	8	7000	5	3	146	4127	2256.2	2015	4127	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	NUMBER	3	4	0	0	0	6	2	2015	6	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	NUMBER	102279713	103328969	99041038	80102840	49867142	49839493	76435896.4	2015	49839493	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	NUMBER	41986	42243	42437	38697	38894	39044	40263	2015	39044	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	NUMBER	2917	746	1445	2848	2689	97	1565	2015	97	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	NUMBER	1	1	6	15	15	6	8.6	2015	6	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	NUMBER	69529	69283	69535	108115	107846	227111	116378	2015	227111	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	NUMBER	3340916	3354782	3361575	2124918	2126893	1883582	2570350	2015	1883582	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	NUMBER	1	0	0	1	0	0	0.2	2015	0	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	NUMBER	264669	266032	268521	251555	252333	257169	259122	2015	257169	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	NUMBER	2.7e+07	13137591	13260415	12001914	11528143	11067291	12199070.8	2015	11067291	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	NUMBER	10456	10471	10514	7565	7062	7300	8582.4	2015	7300	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	NUMBER	191840	194300	501048	512071	523337	534850	453121.2	2015	534850	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	NUMBER	15000	15000	15000	15000	9239	9239	12695.6	2015	9239	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	NUMBER	295	310	322	278	302	313	305	2015	313	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	NUMBER	48309747	44558743	43673271	43072246	40774983	41292086	42674265.8	2015	41292086	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	NUMBER	4018578	4076023	4101923	5142500	5332369	5601304	4850823.8	2015	5601304	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	NUMBER	0	2	0	0	0	0	0.4	2015	0	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	NUMBER	4533102	4517044	4134227	4347927	5550420	5610240	4831971.6	2015	5610240	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	NUMBER	19286214	19339400	19647096	20442764	19433385	20630132	19898555.4	2015	20630132	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	NUMBER	0	0	0	0	0	0	0	2015	0	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	NUMBER	170442	169326	142687	136960	135058	136792	144164.6	2015	136792	WHO Global Health Observatory	CA
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases, total (number)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	NUMBER	3987855	4013319	4005821	4019436	4048943	4096089	4036721.6	2015	4096089	WHO Global Health Observatory	CA
