series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	CU_USD	307511.6	131060.7	5250465.9	31254.6	510650	25376094.1	278895.8		6e+05	6691409.975	2014	6e+05		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	CU_USD		48700									2007	48700		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	356	79.3608464	22.34642074	IND	India	1	ANNUAL	CU_USD	1171518.6	4695028.3	4328326	5580070.1	107433505.5	924374	588848.2	5235993.9	1717187.1	23179981.74	2014	1717187.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	CU_USD	795895.3	1022105	787101.6	121826.1	180459.9	47195460.9	221328.9	1500		11899687.425	2013	1500		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	CU_USD	303532.9	348927.4	159958.5	135842.9	119350	91916.9	79034.4	31828.3	21857.9	68797.5	2014	21857.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	CU_USD	559640	1046708.4	447770.3	641341.2	750545.8	1613474.8	884538.4	141449	1400	678281.6	2014	1400		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	CU_USD	422556.2	410466.1	295828.2	287657.1	350052.7	483906.4	3490751	398300.6	13191332.6	3582868.66	2014	13191332.6	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	CU_USD	136146.7	85467.6	61080	1073080	719637.7	613783.8	544661.1			626027.533333333	2012	544661.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	CU_USD	372625	158046.6	809836.6	96998.4	452264.5	20137738	166689.4		1600	5189572.975	2014	1600		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	CU_USD	231915.3	770933.5	450390	1690	4900	46106.8	1230553.3	3726088.9	127458.7	1027021.54	2014	127458.7		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	CU_USD	7270463.4	37531004	1579944.2	441154.7	91513.3	1514440.6	286662.2	212055.5	105037	441941.72	2014	105037		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	CU_USD						3000	3000	1600	1400	2250	2014	1400		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	CU_USD	260060.6	638057.4	517449.9	3665762.4	2338426	2882593.4	422768.6	2722014.3	87885	1690737.46	2014	87885		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	CU_USD	468513.1	198100.8	304182.7	282694.3	448176.5	1064049.1	682480.8	8128406.3	246420.1	2113906.56	2014	246420.1	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	CU_USD	89760	113400	122390	1752848.4		175379.4	25254.7	1981545.4	3053592.9	1308943.1	2014	3053592.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	CU_USD	652718.7	5568636.7	341451.2	436901.1	392622.8	342169.2	80777	226566.5	111571.8	230741.46	2014	111571.8	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	CU_USD	82510	745983.2	3235059	5654772.8	410522.3	1604848.6	17022.4	1207514.6	1326788.7	913339.32	2014	1326788.7		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	CU_USD	10817.8										2006	10817.8	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	CU_USD	360902.8	923474.3	8400996.5	405460	417373.3	478864	1504242.4	349410	7960727.1	2142123.36	2014	7960727.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	CU_USD	3915438	10671342.7	1071895.6	413851.9	2089402	4729136.6	298728.4	7513509.7	2480671.4	3422289.62	2014	2480671.4		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	CU_USD	274242.8	210885.8	179354.4	14154.7	1270	127271.7	92130.2			73557.3	2012	92130.2		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	CU_USD	136444.6	118661.9	47993.7	5730	6010	73720.8	15808.2	2e+05		73884.75	2013	2e+05		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	CU_USD	4587442.8	849548.5	7121883.9	6900380.9	2430109.5	2014541.6	670556.4	8815050.5	2728145	3331680.6	2014	2728145		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	CU_USD	224250	481581.6	2434003	7480	25350	333513	1498621.5	471000	1690419.6	803780.82	2014	1690419.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	CU_USD		16575	14876.7		16683.4		751332.6			384008	2012	751332.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	CU_USD	143254.1	220600	52720.7	112045.7	245623.9	1495123.7	286642.5		12835.4	510056.375	2014	12835.4		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	CU_USD	2994147	815067.1	673177.7	2828165.9	31592.5	105915.1	1063586.8	20385	94714.7	263238.82	2014	94714.7		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	CU_USD	394753.4	52130	130158.7	182360	3179716.7	302221.3	676409.3	385841.6	2732884.6	1455414.7	2014	2732884.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	CU_USD		16863.9	66500	1384523.1	24807.1	1962598.4	165417.1	1592339.4		936290.5	2013	1592339.4		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	CU_USD				7722	150735.1	295202				222968.55	2011	295202		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	CU_USD	566989.2	549456.1	374462.2	3303060.9	2014672.8	389915.5	12372.6	44771.6	7426787.8	1977704.06	2014	7426787.8		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	CU_USD	7952868.4	1223028.5	39833941	4218968.6	1389470.9	242421.2	820274.8	17858076.8	13326144.3	6727277.6	2014	13326144.3		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	CU_USD	1e+05						1800		3000	2400	2014	3000		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	CU_USD	206016.5	160637.5	257632.2	257030	1317915.2	590017.2	751332.6		31536.6	672700.4	2014	31536.6	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	CU_USD		34046.4	18906.3		431.3	747678.8		5089.9		251066.666666667	2013	5089.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	CU_USD	568917.5	787167.8	306076.9	488183.7	412560.3	5929150.9	318360.5	709657.1	163912.8	1506728.32	2014	163912.8		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	CU_USD	489116.6	55910.9	6695.4	325746.1	29578.5	1109705.6	88145.1	5089.9		308129.775	2013	5089.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	CU_USD	401049.9	227209.3	183087.7	467400.6	11884080.6	3031880.5	99523.4	117339.5	5506169.6	4127798.72	2014	5506169.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	CU_USD	1182913.6	1772941.4	1271186.8	1308908.7	1078081	2932741.2	15132798	3319171.5	3125734	5117705.14	2014	3125734		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	CU_USD	5982010	3150898.8	2699453	1523674.3	1718059.8	14125271.3	29886550.7	555222.2	720502	9401121.2	2014	720502		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	CU_USD			44967.1		431.3	747678.8		5089.9		251066.666666667	2013	5089.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	CU_USD	210191.8	109740.3	8429.9		431.3	791928.9	41939	5090.9		209847.525	2013	5090.9	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	CU_USD	53283.3	28876.8			431.3	764649.9		31617.4	1630	199582.15	2014	1630		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	CU_USD	120972.2	35129.9			431.3	747788.9		20201.2	46661.1	203770.625	2014	46661.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	CU_USD	4916521.4	1154760.1	3431585.7	220827.9	534762.4	1109918.7	1869015.3	1711455.2	16150	1048260.32	2014	16150		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	CU_USD	241537	24218		25190	47609.1	202384.5	267881.6			172625.066666667	2012	267881.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	CU_USD	1018701.9	171702	518761.7	566402.4	323383.8	842076.9	78743	5089.9	15721	253002.92	2014	15721		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	CU_USD	195924	74499.2	805491.1	44725.8	105640	13465421.4	47295.4	1e+05		3429589.2	2013	1e+05		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	CU_USD	26232.6	1895030.7	170659	91909.2	41766.1	4359124.8	442698.1	61036.7	15600000	4100925.14	2014	15600000		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	CU_USD	773000.7	305257.3	138253.7	437258.5	211839.1	298597.6	621929.9	427807.6	186702	349375.24	2014	186702		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	CU_USD	277508.3	192570.6	990358.9	252140	63107.4	1008822.5	725451.9	1286.5	6647207.1	1689175.08	2014	6647207.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	CU_USD	172795.8	463712.5	171677.1	235471	89474.6	631764.7	2105422.2	893135.7	32361.5	750431.74	2014	32361.5		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	CU_USD			10000				1500		2700	2100	2014	2700		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	CU_USD		1e+07				260000				260000	2011	260000		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	CU_USD	442848.6	15931447	346337.8	930018.5	12271871.5	878234.6	6759251.7	1038513	40042240	12198022.16	2014	40042240		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	CU_USD	108956	5101.4							40126	40126	2014	40126		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	CU_USD	37730.5					680802.3		6540.2		343671.25	2013	6540.2	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	CU_USD	370530.9	57262.1	225296.2	10430	69351	41930.8	16530.5	394317.6		130532.475	2013	394317.6	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	CU_USD					2000	2500		1800		2100	2013	1800		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	CU_USD	343609	217203.1	581368.1	158270.1	81999.6	613673.4	836660.4	4636102.8	2360018.9	1705691.02	2014	2360018.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	CU_USD	203399.8	1352222.3	7249107.6	2366453.7	4706445.5	34352604.2	2549326.7	940509.8	128117.3	8535400.7	2014	128117.3		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	CU_USD				376000		774818.6				774818.6	2011	774818.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	CU_USD	2019221.4	370276.2	1883727.3	357758.8	184206.1	333302.3	169939.9	1890660.8	1600000	835621.82	2014	1600000		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	CU_USD	1698915.4	64290570.7	5737526.7	739829.2	7317129.5	2251781.1	310640.6	1328359.6	6559859.4	3553554.04	2014	6559859.4		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	CU_USD	314620	698448.9	253210	337950	99286.2	457094.7	152972.2	6638343.1	827023	1634943.84	2014	827023		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	CU_USD	108159.4	218877.1	300094	99087.8	284036.9	1510106.1	376838.1	282676.2		613414.325	2013	282676.2		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	CU_USD	210494.5	175118.1	130295.9	1580997	604261.3	1228151.3	10183011.2	2561800.2	332530	2981950.8	2014	332530		G
