geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
4	2000	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2001	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2002	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2003	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2004	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2005	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2006	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2007	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2008	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2009	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2010	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2011	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2012	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2013	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2014	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	66.02688198	33.83160199	2	AFG	Afghanistan							
8	2000	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	20.06660928	41.13897007	6	ALB	Albania	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	0.1946800	Float		IEA/OECD CO2 emissions from fuel combustion, 2016	C
8	2001	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	20.06660928	41.13897007	6	ALB	Albania	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	0.1885900	Float		IEA/OECD CO2 emissions from fuel combustion, 2016	C
8	2002	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	20.06660928	41.13897007	6	ALB	Albania	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	0.2104700	Float		IEA/OECD CO2 emissions from fuel combustion, 2016	C
8	2003	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	20.06660928	41.13897007	6	ALB	Albania	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	0.2028000	Float		IEA/OECD CO2 emissions from fuel combustion, 2016	C
8	2004	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	1	20.06660928	41.13897007	6	ALB	Albania	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	0.2011000	Float		IEA/OECD CO2 emissions from fuel combustion, 2016	C
