series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	4	66.02688198	33.83160199	AFG	Afghanistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	4	66.02688198	33.83160199	AFG	Afghanistan	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	4	66.02688198	33.83160199	AFG	Afghanistan	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	8	20.06660928	41.13897007	ALB	Albania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	8	20.06660928	41.13897007	ALB	Albania	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	8	20.06660928	41.13897007	ALB	Albania	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	10	21.47585697	-80.40897662	ATA	Antarctica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	10	21.47585697	-80.40897662	ATA	Antarctica	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	10	21.47585697	-80.40897662	ATA	Antarctica	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	12	2.678164227	28.15940032	DZA	Algeria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	12	2.678164227	28.15940032	DZA	Algeria	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	12	2.678164227	28.15940032	DZA	Algeria	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	20	1.576257417	42.54548611	AND	Andorra	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							100	100	100	100	100	100	100	100	100	100		100	2015	100	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	20	1.576257417	42.54548611	AND	Andorra	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							100	100	100	100	100	100	100	100	100	100		100	2015	100	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	20	1.576257417	42.54548611	AND	Andorra	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							100	100	100	100	100	100	100	100	100	100		100	2015	100	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	24	17.57817062	-12.33724746	AGO	Angola	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP											45.14752	44.01397							2011	44.01397	UNESCO Institute for Statistics Education Data Release May 2017	CA
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	24	17.57817062	-12.33724746	AGO	Angola	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP											43.15387	42.21709							2011	42.21709	UNESCO Institute for Statistics Education Data Release May 2017	CA
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	24	17.57817062	-12.33724746	AGO	Angola	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP											48.08114	46.65795							2011	46.65795	UNESCO Institute for Statistics Education Data Release May 2017	CA
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	45.07576							28.88889	11.96172			58.04196	70.96774			64.72222		67.84498	2015	64.72222	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP	45.07576							28.88889	11.96172			58.04196	70.96774			64.72222		67.84498	2015	64.72222	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	79.1496	78.07429	82.96579	82.73283	84.52565	83.71408	89.86094	90.49522	88.65526	90.20287	90.90004	91.67776	91.72161		85.15243	91.16109		89.3450433333333	2015	91.16109	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP	50			100		90	100	100	76.92308			85.07463	96.72131		100	100		98.9071033333333	2015	100	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP	79.15468	78.07429	82.96579	82.72495	84.52565	83.70828	89.86001	90.49433	88.67019			91.72011	91.69353		85.12302	91.14187		89.3194733333333	2015	91.14187	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	32	-65.14563274	-35.19446255	ARG	Argentina	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	32	-65.14563274	-35.19446255	ARG	Argentina	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	32	-65.14563274	-35.19446255	ARG	Argentina	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	36	134.3499412	-25.57717202	AUS	Australia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	36	134.3499412	-25.57717202	AUS	Australia	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	36	134.3499412	-25.57717202	AUS	Australia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP																						
2017.Q2.G.01	SE_PRE_TRTCHRTCH	Proportion of teachers in pre-primary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country	40	14.14172472	47.58704857	AUT	Austria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP																						
