geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
4	2005	ANNUAL	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan							
4	2010	ANNUAL	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan							
8	2005	ANNUAL	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	100.0000	Float		FAO estimates	E
8	2010	ANNUAL	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	100.0000	Float		FAO estimates	E
10	2005	ANNUAL	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
10	2010	ANNUAL	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
12	2005	ANNUAL	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	69.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
12	2010	ANNUAL	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	89.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
16	2005	ANNUAL	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2010	ANNUAL	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
20	2005	ANNUAL	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra							
20	2010	ANNUAL	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra							
24	2005	ANNUAL	PERCENT	1	17.57817062	-12.33724746	3	AGO	Angola							
24	2010	ANNUAL	PERCENT	1	17.57817062	-12.33724746	3	AGO	Angola	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	0.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
28	2005	ANNUAL	PERCENT	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda							
28	2010	ANNUAL	PERCENT	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda							
31	2005	ANNUAL	PERCENT	1	50.01064725	40.39229544	19	AZE	Azerbaijan							
31	2010	ANNUAL	PERCENT	1	50.01064725	40.39229544	19	AZE	Azerbaijan							
32	2005	ANNUAL	PERCENT	1	-65.14563274	-35.19446255	10	ARG	Argentina							
32	2010	ANNUAL	PERCENT	1	-65.14563274	-35.19446255	10	ARG	Argentina							
36	2005	ANNUAL	PERCENT	1	134.3499412	-25.57717202	17	AUS	Australia	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	20.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
36	2010	ANNUAL	PERCENT	1	134.3499412	-25.57717202	17	AUS	Australia	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	21.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
40	2005	ANNUAL	PERCENT	1	14.14172472	47.58704857	18	AUT	Austria	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	50.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
40	2010	ANNUAL	PERCENT	1	14.14172472	47.58704857	18	AUT	Austria	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	50.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
44	2005	ANNUAL	PERCENT	1	-78.05111663	24.69546597	27	BHS	Bahamas							
44	2010	ANNUAL	PERCENT	1	-78.05111663	24.69546597	27	BHS	Bahamas							
48	2005	ANNUAL	PERCENT	1	50.5490754	26.04407747	26	BHR	Bahrain							
48	2010	ANNUAL	PERCENT	1	50.5490754	26.04407747	26	BHR	Bahrain							
50	2005	ANNUAL	PERCENT	1	89.17660788	22.86961622	24	BGD	Bangladesh							
50	2010	ANNUAL	PERCENT	1	89.17660788	22.86961622	24	BGD	Bangladesh	AG_LND_FRSTMGT	Proportion of forest area with a long-term management plan	60.0000	Float		Official submission of country data to FAO Global Forest Resources Assessment	C
51	2005	ANNUAL	PERCENT	1	44.93839317	40.29499741	11	ARM	Armenia							
