series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	KG	14.89	14.26	9.48	8.9	8.77	8.75	7.27	6.51	6.46	6.56	6.73	6.706	2010	6.73	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	KG	1.87	1.67	1.75	2.37	2.48	2.34	2.63	2.82	2.63	3.24	2.5	2.764	2010	2.5	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	KG	1.9	1.88	1.99	2.03	2.01	2.03	2.19	2.22	2.31	2.5	2.55	2.354	2010	2.55	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	KG	0.85	0.77	1.08	0.46	0.58	0	0	0.01	0.01	0.01	0.01	0.008	2010	0.01	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	KG	1.03	1.33	1.26	1.31	1.16	1.17	1.03	0.89	0.89	0.93	0.94	0.936	2010	0.94	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	KG	1.1	0.76	0.76	0.74	0.71	0.88	0.83	0.74	0.63	0.74	0.88	0.764	2010	0.88	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	KG	4.12	4.11	4.31	4.4	4.81	4.24	3.32	2.74	2.77	2.4	2.23	2.692	2010	2.23	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	KG	2.25	2.27	2.4	2.4	2.35	2.3	2.19	2.2	2.08	1.9	1.95	2.064	2010	1.95	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	KG	1.43	1.39	1.28	1.31	1.21	1.24	1.15	1.17	1.18	1.13	1.13	1.152	2010	1.13	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	KG	0.61	0.59	0.63	0.61	0.61	0.62	0.61	0.6	0.55	0.54	0.53	0.566	2010	0.53	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	KG	0.7	1.2	0.58	0.61	0.64	0.65	0.63	0.15	0.19	0.3	0.35	0.324	2010	0.35	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	KG	1.15	1.1	1.23	1.21	1.18	1.35	1.08	1.14	0.88	1.48	2.28	1.372	2010	2.28	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	KG	4.52	4.5	4.4	4.13	3.95	4.27	4.13	3.99	3.46	2.91	2.85	3.468	2010	2.85	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	KG	3.82	3.99	3.64	2.76	2.67	2.49	2.22	2.08	2.27	2.68	2.71	2.392	2010	2.71	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	KG	0.71	0.64	0.58	0.6	0.51	0.97	0.94	0.34	0.88	0.88	0.49	0.706	2010	0.49	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	KG	0.36	0.32	0.35	0.36	0.36	0.34	0.35	0.33	0.34	0.32	0.34	0.336	2010	0.34	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	KG	8.24	7.86	7.36	6.97	7.04	6.53	6.55	6.08	6.9	4.68	4.47	5.736	2010	4.47	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	KG	7.5	6.87	7.14	7.47	7.34	7.67	7.75	7.52	8.1	8.44	8.03	7.968	2010	8.03	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	KG	2.88	3.14	3.5	2.98	2.61	2.29	2.46	2.2	2.39	2.53	2.4	2.396	2010	2.4	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	KG	2.16	2.18	2.2	2.08	1.91	2.1	1.92	1.77	1.89	1.98	2.09	1.93	2010	2.09	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	KG	1.89	1.89	1.88	1.94	1.87	1.9	1.99	2.07	2.16	2.18	2.19	2.118	2010	2.19	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	KG	3.57	3.93	3.53	2.92	2.98	2.8	3.02	3.13	3.23	2.9	3.08	3.072	2010	3.08	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	KG	0.92	0.93	0.94	0.94	0.95	9.7	32.94	33.56	0.92	0.87	0.84	13.826	2010	0.84	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	KG																
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	KG	0.71	0.74	0.72	0.69	0.61	0.68	0.65	0.65	0.73	0.52	0.51	0.612	2010	0.51	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	KG	4.39	4.4	4.25	4.02	4.2	4.07	4.28	4.04	4.2	3.6	3.54	3.932	2010	3.54	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	KG	16.35	15.33	13.83	13.08	12.19	11.01	10.46	9.63	8.93	8.4	7.84	9.052	2010	7.84	Environment Live	C
