geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
4	2005	ANNUAL	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	80.99581908019763	Float		WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research	C
4	2015	ANNUAL	PERCENT	1	66.02688198	33.83160199	2	AFG	Afghanistan	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	29.52977110750782	Float		WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research	C
8	2005	ANNUAL	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	26.55873695477656	Float		UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
8	2015	ANNUAL	PERCENT	1	20.06660928	41.13897007	6	ALB	Albania	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	47.06023518118550	Float		UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
10	2005	ANNUAL	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
10	2015	ANNUAL	PERCENT	1	21.47585697	-80.40897662	13	ATA	Antarctica							
12	2005	ANNUAL	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	35.45770295852434	Float		UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
12	2015	ANNUAL	PERCENT	1	2.678164227	28.15940032	66	DZA	Algeria	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	7.20674047008780	Float		UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
16	2005	ANNUAL	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2015	ANNUAL	PERCENT	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
20	2005	ANNUAL	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	24.59016393442623	Float		WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research	C
20	2015	ANNUAL	PERCENT	1	1.576257417	42.54548611	7	AND	Andorra	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population	64.23357664233576	Float		UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems	C
24	2005	ANNUAL	PERCENT	1	17.57817062	-12.33724746	3	AGO	Angola							
